sample_id,sequence_label,crop,tissue,collection_date,location,gps_latitude,gps_longitude,elevation,plant_id,plant_stage,state
6472,sample5423,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,1,V6,IN
6473,sample5274,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,2,V6,IN
6473,sample5424,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,2,V6,IN
6474,sample5275,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,3,V6,IN
6474,sample5425,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,3,V6,IN
6475,sample5276,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,4,V6,IN
6475,sample5426,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,4,V6,IN
6476,sample5277,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,5,V6,IN
6476,sample5427,Zea mays,Soil,6/19/2017,INH1,40.47570038,-86.99487305,216.2,5,V6,IN
6477,sample6285,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6477,sample6615,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6478,sample6286,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6478,sample6616,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6479,sample6287,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6479,sample6617,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6480,sample6288,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6480,sample6618,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6481,sample6289,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6481,sample6619,Zea mays,Leaf,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6482,sample6290,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6482,sample6620,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6483,sample6291,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6483,sample6621,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6484,sample6292,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6484,sample6622,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6485,sample6293,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6485,sample6623,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6486,sample6294,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6486,sample6624,Zea mays,Root,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6487,sample5926,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6487,sample6076,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6488,sample5927,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6488,sample6077,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6489,sample5928,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6489,sample6078,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6490,sample5929,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6490,sample6079,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6491,sample5930,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6491,sample6080,Zea mays,Root wash,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6492,sample5278,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6492,sample5428,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,1,V3,MI
6493,sample5279,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6493,sample5429,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,2,V3,MI
6494,sample5280,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6494,sample5430,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,3,V3,MI
6495,sample5281,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6495,sample5431,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,4,V3,MI
6496,sample5282,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6496,sample5432,Zea mays,Soil,6/7/2016,MIH1,42.40548706,-84.2938385,289.2,5,V3,MI
6497,sample6295,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6497,sample6625,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6498,sample6296,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6498,sample6626,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6499,sample6297,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6499,sample6627,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6500,sample6298,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6500,sample6628,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6501,sample6299,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6501,sample6629,Zea mays,Leaf,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6502,sample6300,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6502,sample6630,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6503,sample6301,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6503,sample6631,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6504,sample6302,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6504,sample6632,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6505,sample6303,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6505,sample6633,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6506,sample6304,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6506,sample6634,Zea mays,Root,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6507,sample5906,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6507,sample6056,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6508,sample5907,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6508,sample6057,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6509,sample5908,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6509,sample6058,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6510,sample5909,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6510,sample6059,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6511,sample5910,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6511,sample6060,Zea mays,Root wash,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6512,sample5283,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6512,sample5433,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,1,V1,MN
6513,sample5284,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6513,sample5434,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,2,V1,MN
6514,sample5285,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6514,sample5435,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,3,V1,MN
6515,sample5286,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6515,sample5436,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,4,V1,MN
6516,sample5287,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6516,sample5437,Zea mays,Soil,5/31/2017,MNH1,44.06971741,-93.54131317,342.6,5,V1,MN
6517,sample6305,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6517,sample6635,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6518,sample6306,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6518,sample6636,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6519,sample6307,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6519,sample6637,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6520,sample6308,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6520,sample6638,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6521,sample6309,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6521,sample6639,Zea mays,Leaf,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6522,sample6310,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6522,sample6640,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6523,sample6311,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6523,sample6641,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6524,sample6312,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6524,sample6642,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6525,sample6313,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6525,sample6643,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6526,sample6314,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6526,sample6644,Zea mays,Root,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6527,sample5981,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6527,sample6131,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6528,sample5982,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6528,sample6132,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6529,sample5983,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6529,sample6133,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6530,sample5984,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6530,sample6134,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6531,sample5985,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6531,sample6135,Zea mays,Root wash,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6532,sample5288,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6532,sample5438,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,1,V4,MO
6533,sample5289,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6533,sample5439,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,2,V4,MO
6534,sample5290,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6534,sample5440,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,3,V4,MO
6535,sample5291,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6535,sample5441,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,4,V5,MO
6536,sample5292,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6536,sample5442,Zea mays,Soil,6/7/2017,MOH1,38.89289093,-92.20658112,272.3,5,V4,MO
6537,sample6315,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6537,sample6645,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6538,sample6316,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6538,sample6646,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6539,sample6317,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6539,sample6647,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6540,sample6318,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6540,sample6648,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6541,sample6319,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6541,sample6649,Zea mays,Leaf,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6542,sample6320,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6542,sample6650,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6543,sample6321,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6543,sample6651,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6544,sample6322,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6544,sample6652,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6545,sample6323,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6545,sample6653,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6546,sample6324,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6546,sample6654,Zea mays,Root,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6547,sample5870,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6547,sample6020,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6548,sample5840,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6548,sample5489,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6549,sample5340,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6549,sample5490,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6550,sample5341,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6550,sample5491,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6551,sample5342,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6551,sample5492,Zea mays,Root wash,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6552,sample5293,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6552,sample5443,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,1,V5,NC
6553,sample5294,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6553,sample5444,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,2,V5,NC
6554,sample5295,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6554,sample5445,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,3,V5,NC
6555,sample5296,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6555,sample5446,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,4,V5,NC
6556,sample5297,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6556,sample5447,Zea mays,Soil,6/6/2017,NCH1,35.667796,-78.492255,108.5,5,V5,NC
6557,sample6325,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6557,sample6655,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6558,sample6346,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6558,sample6676,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6559,sample6327,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6559,sample6657,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6560,sample6328,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6560,sample6658,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6561,sample6329,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6561,sample6659,Zea mays,Leaf,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6562,sample6330,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6562,sample6660,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6563,sample6331,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6563,sample6661,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6564,sample6332,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6564,sample6662,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6565,sample6333,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6565,sample6663,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6566,sample6334,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6566,sample6664,Zea mays,Root,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6567,sample5966,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6567,sample6116,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6568,sample5967,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6568,sample6117,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6569,sample5968,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6569,sample6118,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6570,sample5969,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6570,sample6119,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6571,sample5970,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6571,sample6120,Zea mays,Root wash,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6572,sample5298,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6572,sample5448,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,1,V4,NE
6573,sample5299,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6573,sample5449,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,2,V4,NE
6574,sample5300,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6574,sample5450,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,3,V4,NE
6575,sample5301,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6575,sample5451,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,4,V4,NE
6576,sample5302,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6576,sample5452,Zea mays,Soil,6/29/2017,NEH1,41.1456604,-96.43904877,351.3,5,V4,NE
6577,sample6335,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6577,sample6665,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6578,sample6336,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6578,sample6666,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6579,sample6337,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6579,sample6667,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6580,sample6338,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6580,sample6668,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6581,sample6339,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6581,sample6669,Zea mays,Leaf,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6582,sample6340,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6582,sample6670,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6583,sample6341,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6583,sample6671,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6584,sample6342,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6584,sample6672,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6585,sample6343,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6585,sample6673,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6586,sample6344,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6586,sample6674,Zea mays,Root,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6587,sample5976,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6587,sample6126,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6588,sample5977,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6588,sample6127,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6589,sample5978,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6589,sample6128,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6590,sample5979,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6590,sample6129,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6591,sample5980,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6591,sample6130,Zea mays,Root wash,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6592,sample5303,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6592,sample5453,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,1,V4,NE
6593,sample5304,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6593,sample5454,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,2,V4,NE
6594,sample5305,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6594,sample5455,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,3,V4,NE
6595,sample5306,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6595,sample5456,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,4,V4,NE
6596,sample5307,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6596,sample5457,Zea mays,Soil,6/29/2017,NEH2,41.15652847,-96.4078064,347.6,5,V4,NE
6597,sample6345,Zea mays,Leaf,6/19/2017,NEH3,40.93099976,-101.7659988,1048.7,1,V4,NE
6597,sample6675,Zea mays,Leaf,6/19/2017,NEH3,40.93099976,-101.7659988,1048.7,1,V4,NE
6598,sample6326,Zea mays,Leaf,6/19/2017,NEH3,40.93099976,-101.7659988,1048.7,2,V4,NE
6598,sample6656,Zea mays,Leaf,6/19/2017,NEH3,40.93099976,-101.7659988,1048.7,2,V4,NE
